Mot	FREQ_Mean	FREQ_SD	FREQ_StResiduals	IMAGE_Mean	IMAGE_SD	IMAGE_StResiduals
modalité	3.25	1.56	1.1492	2.26	2.13	-0.0955
mode	5.25	1.45	1.0153	3.34	3.39	0.0452
modestie	2.63	1.10	-1.4337	2.34	1.74	-0.4706
modification	4.53	1.44	0.1340	2.47	1.59	-0.7289
module	3.72	1.47	0.1795	3.05	2.79	-0.3983
moelle	3.22	1.62	1.6855	4.58	4.00	0.6551
moi	6.17	1.28	1.6665	4.59	5.29	2.7719
moine	2.60	1.36	0.3293	5.52	2.79	-0.1923
moisson	2.23	1.10	-0.7446	3.50	3.39	-0.0423
molaire	3.23	1.58	1.3337	5.58	2.96	0.0399
molécule	3.84	1.55	0.8085	4.64	2.99	-0.5678
mollet	3.61	1.83	3.4026	6.12	1.49	-0.4517
mollusque	2.30	1.22	-0.1308	5.12	3.65	0.4480
momie	2.72	1.22	-0.8156	6.38	0.96	-0.2855
monarchie	3.22	1.26	-1.0989	3.41	3.06	-0.3628
monastère	2.39	1.07	-1.2172	4.84	3.76	0.4337
moniteur	3.98	1.49	0.3166	5.22	2.96	-0.2828
monnaie	4.92	1.48	0.8088	5.91	1.82	-0.5390
monologue	3.44	1.41	-0.1739	3.41	2.99	-0.4372
monopole	3.30	1.51	0.6996	2.77	2.79	-0.1409
montage	3.81	1.37	-0.5996	4.13	3.39	-0.2057
montagne	4.79	1.23	-1.1505	6.82	0.19	0.3380
montant	4.93	1.38	0.0523	3.12	1.96	-1.1480
monte-pente	2.41	1.61	2.6342	5.56	2.92	-0.0161
montgolfière	3.20	1.47	0.4572	6.82	0.23	0.3408
monticule	2.10	1.15	-0.1787	3.25	4.49	1.6438
montre	5.32	1.27	-0.1895	6.55	0.76	-0.0627
monture	2.62	1.22	-0.6710	4.38	3.65	0.1353
monument	3.55	1.22	-1.5701	5.15	3.03	-0.2616
moquette	2.22	1.30	0.5641	3.77	5.06	2.3509
moral	4.61	1.16	-1.7613	2.43	1.80	-0.5546
morale	4.41	1.29	-1.0415	2.44	2.25	-0.2430
moralité	3.77	1.40	-0.3703	2.18	2.07	-0.0247
morceau	5.09	1.55	1.5907	4.88	2.82	-0.6395
morosité	1.95	1.01	-0.6623	1.84	0.96	-0.0847
mors	1.90	1.03	-0.4375	2.36	3.28	0.8604
morsure	2.54	1.11	-1.2354	4.76	3.03	-0.4846
mort	5.47	1.31	0.3425	4.25	3.84	0.3772
mortier	2.19	1.04	-1.0103	3.58	4.67	1.7386
morue	2.67	1.25	-0.5457	5.95	2.53	0.0537
mot	6.12	1.04	0.0429	4.37	4.54	1.4170
motard	3.02	1.28	-0.7772	5.38	3.53	0.5086
motel	4.09	1.54	0.7377	6.23	0.98	-0.5122
moteur	4.77	1.33	-0.4828	5.94	2.04	-0.3490
motif	3.79	1.36	-0.6701	3.22	2.62	-0.6837
motion	3.38	1.64	1.7456	2.60	2.72	-0.0212
motivation	4.55	1.39	-0.2317	2.61	1.74	-0.8045
moto	3.84	1.52	0.5612	6.33	1.25	-0.2503
motte	2.13	1.50	2.2495	3.38	3.92	0.7108
mouche	4.76	1.47	0.5602	6.67	0.34	0.0697
moucheron	2.09	1.20	0.1579	3.28	4.45	1.5573
mouette	3.52	1.56	0.9817	5.93	3.61	1.1993
moule	3.20	1.29	-0.8770	5.66	2.25	-0.5263
moulin	3.02	1.50	0.8653	6.23	1.56	-0.2510
moulinet	1.91	1.01	-0.5704	3.68	4.58	1.5589
moulure	2.55	1.19	-0.7571	4.90	2.96	-0.4904
mousquetaire	2.47	1.13	-1.0005	5.71	1.93	-0.7056
mousse	4.06	1.59	1.1527	5.37	3.31	0.2317
moustache	4.02	1.45	0.0043	6.67	0.53	0.0999
moustique	3.81	1.50	0.4024	6.54	0.64	-0.1088
mouton	3.38	1.50	0.5650	6.82	0.25	0.3424
mouvement	5.01	1.23	-0.9024	3.91	2.89	-0.7302
moyen	5.41	1.25	-0.1750	2.93	2.53	-0.5395
moyenne	5.40	1.35	0.5061	2.95	2.53	-0.5575
moyeu	1.39	0.68	-0.7042	1.53	1.42	0.6682
muguet	2.02	1.16	0.0553	4.16	6.50	5.2299
mulet	1.80	0.92	-0.7744	4.21	5.66	3.4318
mulot	2.27	1.18	-0.3319	5.12	4.80	2.1578
multiple	4.12	1.34	-0.8029	3.04	2.28	-0.8450
multiplication	4.07	1.41	-0.2958	3.94	3.06	-0.5544
multitude	3.91	1.42	-0.2322	2.84	2.40	-0.5644
municipalité	4.16	1.34	-0.7928	3.66	2.69	-0.8571
mur	5.07	1.47	0.9152	6.08	2.25	-0.0058
muraille	2.78	1.36	0.0732	5.72	2.13	-0.5513
mûre	3.63	1.35	-0.7036	4.88	4.12	0.9507
muret	1.87	0.93	-0.8933	3.21	4.80	2.1657
murmure	3.22	1.45	0.2839	3.84	3.69	0.2087
musaraigne	1.19	0.55	-0.5260	2.28	3.80	1.6256
musc	1.23	0.51	-0.7651	1.53	1.28	0.6021
museau	3.08	1.44	0.3311	5.87	2.28	-0.2581
musée	4.27	1.42	-0.1628	5.73	2.07	-0.5830
muselière	1.87	1.00	-0.5305	4.22	6.05	4.2323
musicien	4.52	1.32	-0.7624	5.66	2.02	-0.7021
mutation	3.15	1.44	0.2658	3.34	2.96	-0.4328
mutisme	2.12	1.34	1.0500	2.31	2.07	-0.2073
mycose	1.40	0.76	-0.4240	1.56	1.25	0.5346
myope	3.05	1.41	0.1312	3.69	3.84	0.4592
mystère	4.28	1.17	-1.8976	2.66	1.93	-0.7375
mythe	3.52	1.31	-0.9452	3.05	3.06	-0.1159
nage	4.05	1.60	1.2369	5.08	3.13	-0.1953
nageur	3.61	1.43	-0.0994	5.58	2.22	-0.6344
nain	3.12	1.46	0.4489	5.69	2.43	-0.3417
naïveté	3.23	1.50	0.6719	2.50	1.64	-0.7369
narration	3.20	1.32	-0.6668	3.00	2.28	-0.8114
nasillement	1.46	0.85	-0.2075	1.46	0.56	0.5069
nation	4.18	1.41	-0.2702	3.63	2.69	-0.8456
natte	2.09	1.29	0.7597	4.18	5.66	3.4313
naufrage	2.71	1.25	-0.6026	4.50	3.42	-0.1225
navet	3.18	1.43	0.1625	6.39	0.94	-0.2759
navette	3.26	1.58	1.3102	5.66	1.90	-0.7795
navigateur	3.44	1.36	-0.5458	4.43	2.59	-1.0185
navigation	3.27	1.34	-0.5794	3.90	2.13	-1.4000
navire	3.50	1.44	0.0244	6.54	0.67	-0.1013
néant	2.34	1.08	-1.0696	2.95	3.53	0.5186
nécessité	4.33	1.28	-1.1518	2.22	1.49	-0.4499
nef	1.23	0.48	-0.8448	2.05	3.35	1.3899
négatif	5.48	1.11	-0.9394	3.04	3.28	0.1311
négation	3.31	1.64	1.7922	2.73	3.20	0.3395
négociation	3.97	1.20	-1.7790	2.86	2.53	-0.4744
nerf	4.86	1.48	0.7418	5.18	2.53	-0.7293
nervosité	3.97	1.34	-0.8240	3.23	2.43	-0.8609
netteté	3.01	1.37	-0.1262	3.38	2.46	-0.9285
neutralité	3.08	1.29	-0.7686	2.56	2.07	-0.5237
neveu	3.97	1.43	-0.1545	4.62	3.39	-0.1327
niais	1.97	1.22	0.5500	2.04	2.02	0.1444
niche	2.77	1.37	0.1598	5.73	3.69	1.0555
nicotine	4.13	1.48	0.2597	4.04	3.61	0.0768
nid	3.63	1.60	1.2770	6.33	0.96	-0.3651
niveau	4.95	1.20	-1.1714	2.91	2.34	-0.6821
noblesse	2.67	1.06	-1.7244	3.20	2.62	-0.6697
noce	3.59	1.51	0.5397	4.61	3.72	0.2896
noeud	4.32	1.45	0.0899	6.22	1.64	-0.2232
noir	5.78	1.21	0.2747	5.90	3.13	0.5937
noisette	3.65	1.33	-0.8541	6.36	1.02	-0.2967
noix	4.18	1.60	1.2657	6.65	0.53	0.0636
nombril	4.29	1.61	1.3916	6.47	0.83	-0.1792
nonne	1.71	0.83	-0.9722	3.38	5.81	3.9499
norme	4.52	1.43	0.0500	2.31	1.77	-0.4138
notion	4.19	1.29	-1.1373	2.19	1.39	-0.4557
nougat	1.86	0.98	-0.6131	3.48	5.06	2.4663
nourrisson	2.94	1.44	0.4786	4.98	3.92	0.7217
nourriture	5.59	1.39	1.1452	5.62	2.46	-0.3904
nouveauté	4.76	1.48	0.6394	2.79	2.40	-0.5150
nouvelle	6.05	0.95	-0.6127	3.13	2.56	-0.6773
novembre	5.38	1.37	0.6183	3.35	3.65	0.3649
noyau	4.26	1.57	1.0378	6.11	1.39	-0.5146
nu	4.79	1.59	1.5758	5.37	2.86	-0.2648
nuage	5.15	1.40	0.4852	6.74	0.38	0.2052
nue	4.60	1.55	1.0692	5.09	3.50	0.2370
nuitée	2.15	0.97	-1.3073	2.76	2.89	-0.0293
nul	4.00	1.57	0.9756	2.68	3.28	0.4752
numéro	5.76	1.28	0.7002	5.00	2.99	-0.3973
nylon	3.56	1.57	1.0481	5.22	2.82	-0.4215
oasis	2.76	1.29	-0.3983	5.20	3.13	-0.1105
obéissance	3.50	1.43	-0.0527	2.74	1.59	-1.0372
objectif	5.21	1.26	-0.4278	2.73	2.19	-0.6251
objection	4.00	1.29	-1.1750	2.59	2.40	-0.2990
objectivité	3.81	1.53	0.6465	2.25	1.59	-0.4384
objet	5.88	1.04	-0.5324	4.16	3.20	-0.4173
obligation	4.52	1.36	-0.4745	2.42	1.69	-0.6068
obscénité	2.65	1.37	0.3277	2.51	1.59	-0.7780
obscurcissement	1.60	0.89	-0.4072	2.63	2.37	-0.3705
obscurité	3.67	1.40	-0.3469	4.18	3.13	-0.4969
observation	5.04	1.27	-0.5957	2.90	2.50	-0.5402
obsession	4.34	1.24	-1.4177	2.72	1.90	-0.8211
obstacle	4.65	1.21	-1.4104	3.79	2.31	-1.2337
obus	2.00	1.03	-0.6652	2.63	4.28	1.8759
occasion	4.80	1.45	0.4429	2.58	1.93	-0.6471
océan	4.56	1.28	-1.0132	6.41	1.10	-0.1851
octave	2.59	1.54	1.7465	3.90	4.54	1.4292
octet	2.43	1.61	2.5995	2.75	4.08	1.4445
octobre	5.47	1.45	1.3802	4.08	4.45	1.2710
octroi	1.95	1.11	-0.0930	1.79	1.88	0.4598
odeur	5.06	1.34	-0.0790	3.04	2.66	-0.5169
odorat	3.68	1.42	-0.1983	3.13	2.99	-0.2533
oedème	1.77	1.34	1.8488	2.61	5.24	3.5106
oeil	5.78	1.26	0.6064	6.87	0.14	0.4322
oestrogène	3.35	1.59	1.3312	3.31	3.46	0.1531
oeuf	5.59	1.33	0.7069	6.95	0.04	0.5890
offense	3.86	1.32	-0.9659	2.61	2.19	-0.4937
officier	3.67	1.30	-1.0720	4.68	2.76	-0.7942
oie	2.66	1.39	0.4614	6.72	0.40	0.1696
oignon	4.91	1.46	0.6394	6.85	0.14	0.3934
oiseau	4.74	1.55	1.1899	6.74	0.27	0.1921
olfaction	1.64	1.04	0.2640	2.56	2.82	0.1229
olive	4.25	1.54	0.7834	6.88	0.16	0.4531
olivier	2.79	1.51	1.2162	5.26	4.16	1.2594
ombrage	3.61	1.50	0.4515	5.20	2.43	-0.7971
ombre	4.31	1.60	1.3141	4.76	2.43	-1.0568
oncle	5.18	1.29	-0.2664	5.25	2.66	-0.5582
onctuosité	1.61	0.94	-0.1882	1.97	1.88	0.1591
ongle	4.90	1.53	1.1902	6.41	1.25	-0.1220
onguent	3.11	1.71	2.5865	4.79	4.37	1.2772
opéra	3.37	1.41	-0.1320	5.22	3.06	-0.1723
opérateur	3.72	1.35	-0.7293	3.84	2.89	-0.7151
opercule	1.25	0.71	-0.1717	1.76	2.53	1.0182
opinion	5.44	1.32	0.3601	2.51	2.28	-0.3055
opportunité	4.47	1.37	-0.4342	2.28	1.37	-0.5942
opposition	4.43	1.30	-0.9604	2.87	2.56	-0.4553
optimisme	3.91	1.39	-0.4586	2.61	2.56	-0.1840
or	4.63	1.53	0.9277	5.97	1.66	-0.5590
orange	5.61	1.10	-0.7553	6.88	0.10	0.4505
orchestre	3.50	1.32	-0.8651	6.15	0.86	-0.6675
ordinaire	5.34	1.04	-1.5838	2.56	2.40	-0.2641
ordinateur	6.42	0.82	-0.2434	6.80	0.24	0.3031
ordonnance	3.36	1.27	-1.1332	3.11	2.43	-0.7733
ordre	5.02	1.38	0.1616	3.19	3.17	-0.1068
ordure	3.61	1.34	-0.7689	5.30	3.03	-0.1462
oreiller	5.58	1.38	1.0516	6.74	0.38	0.2052
organisateur	4.23	1.40	-0.3293	3.29	2.10	-1.1656
organisation	5.01	1.32	-0.2861	2.90	2.46	-0.5677
organisme	4.91	1.32	-0.4058	3.71	3.42	-0.0847
orgue	2.70	1.41	0.5544	5.56	3.96	1.2419
orgueil	3.73	1.46	0.0985	2.56	2.66	-0.0371
orientation	4.59	1.34	-0.5684	2.81	2.13	-0.7516
orifice	2.50	1.51	1.6439	4.33	2.92	-0.7107
origine	4.81	1.17	-1.5170	2.51	1.82	-0.6367
ornement	2.90	1.30	-0.5053	4.70	3.03	-0.5091
ornière	1.78	1.15	0.5535	1.88	2.19	0.5314
ornithorynque	1.33	0.55	-0.9562	4.26	7.45	7.5721
orteil	5.00	1.44	0.5909	6.84	0.24	0.3803
orthographe	4.55	1.52	0.7842	3.63	3.53	0.0819
ossature	2.31	1.25	0.0495	4.30	3.10	-0.5296
osselet	2.22	1.07	-0.8998	4.65	4.08	0.7924
otage	2.76	1.26	-0.6038	4.02	3.28	-0.3267
ouate	3.11	1.32	-0.5870	5.72	3.57	0.8979
oubli	4.98	1.34	-0.1803	2.72	2.46	-0.3891
ouragan	3.52	1.42	-0.1387	5.90	1.39	-0.7956
ourlet	1.56	0.80	-0.7075	3.12	4.80	2.2317
ourson	3.23	1.31	-0.7619	6.66	0.59	0.0936
outil	4.70	1.31	-0.6902	5.50	3.17	0.1870
ouverture	4.69	1.34	-0.4856	4.35	2.62	-1.0015
ouvrage	4.34	1.46	0.1775	3.58	2.76	-0.7616
ovule	3.54	1.47	0.2403	5.21	2.69	-0.5582
oxygénation	2.15	1.14	-0.3440	2.98	3.31	0.2241
pacotille	1.57	0.80	-0.7347	2.08	2.82	0.7707
page	3.43	1.98	5.0211	4.26	4.93	2.0590
paiement	4.90	1.44	0.4723	3.68	3.06	-0.4860
paille	4.00	1.71	2.2088	6.40	0.85	-0.2894
paillis	1.46	1.13	1.2814	2.22	3.13	0.8906
pain	6.01	0.97	-0.6069	6.77	0.28	0.2496
palace	2.31	1.08	-1.0143	4.59	3.61	0.1347
palais	3.21	1.51	0.7690	6.38	0.71	-0.3603
pâleur	2.62	1.30	-0.1296	3.98	2.43	-1.1702
palier	2.80	1.35	-0.0257	3.83	3.65	0.1616
palissade	1.84	0.90	-0.9692	3.36	3.57	0.2621
palme	2.73	1.17	-1.1503	5.28	3.96	0.9868
palmier	2.86	1.23	-0.9328	6.70	0.37	0.1292
panache	2.47	1.34	0.3925	4.16	5.38	2.8818
panda	2.61	1.32	0.0262	6.72	0.59	0.2038
panneau	3.76	1.43	-0.1405	5.72	2.13	-0.5513
panthère	2.63	1.25	-0.4870	6.60	0.55	-0.0231
pantoufle	4.77	1.53	1.0533	6.77	0.28	0.2496
paon	1.81	0.87	-1.0392	5.47	4.80	2.4448
papa	6.09	1.20	0.9299	5.65	3.10	0.2624
pape	3.68	1.49	0.3487	6.23	1.19	-0.4327
papillon	4.04	1.29	-1.1705	6.84	0.21	0.3781
paquet	4.41	1.38	-0.3961	5.50	2.04	-0.8461
parachute	3.55	1.43	-0.0756	6.59	0.92	0.0561
parade	3.66	1.25	-1.4115	5.47	2.13	-0.8110
paradoxe	3.31	1.43	0.0609	2.11	1.96	-0.0022
paragraphe	5.00	1.33	-0.2274	5.18	2.56	-0.7006
paramètre	3.44	1.58	1.1912	3.04	2.82	-0.3569
parapluie	4.54	1.50	0.6148	6.77	0.31	0.2530
parasite	3.28	1.38	-0.2947	4.36	4.00	0.6071
parasol	3.22	1.51	0.7608	6.40	0.88	-0.2781
paratonnerre	1.68	0.77	-1.1529	3.84	5.52	3.1911
parc	4.92	1.26	-0.8101	6.40	0.86	-0.2838
parcours	4.09	1.38	-0.5170	3.70	2.59	-0.9622
pardon	4.64	1.39	-0.1619	2.62	2.22	-0.4820
pare-chocs	2.76	1.26	-0.6038	4.72	4.80	1.9392
pareil	5.02	1.34	-0.1306	3.04	2.50	-0.6627
parenté	4.63	1.52	0.8458	3.87	2.10	-1.4154
parenthèse	4.30	1.62	1.4826	5.69	2.62	-0.1715
paresse	4.38	1.51	0.5965	3.16	2.07	-1.0972
paresseux	5.01	1.43	0.5263	3.83	2.66	-0.9407
parfum	5.09	1.38	0.2530	5.58	2.89	-0.0306
pari	3.52	1.42	-0.1387	3.33	3.10	-0.2780
parlement	4.73	1.32	-0.5922	5.41	2.89	-0.1948
parloir	2.02	1.05	-0.5976	3.20	3.50	0.2723
parodie	2.65	1.10	-1.4633	2.45	2.31	-0.2070
paroi	3.37	1.55	0.9809	4.09	3.24	-0.3741
partage	4.88	1.25	-0.9226	3.43	2.04	-1.2905
partenaire	4.70	1.29	-0.8299	4.45	2.92	-0.6915
partenariat	3.36	1.44	0.1040	2.84	2.56	-0.4265
parterre	3.80	1.64	1.5843	4.73	3.10	-0.4216
parti	4.91	1.39	0.1037	2.88	2.46	-0.5490
participant	5.05	1.17	-1.2381	3.78	2.99	-0.5925
participation	5.04	1.34	-0.1051	2.88	2.25	-0.7278
participe	4.78	1.27	-0.8919	2.54	2.04	-0.5210
partie	5.62	1.34	0.8369	3.30	2.25	-1.0588
passage	4.37	1.14	-2.0419	4.54	2.50	-1.0791
passager	4.57	1.26	-1.1422	4.50	3.13	-0.4573
passant	3.71	1.44	-0.0526	3.79	2.40	-1.1572
passeport	4.34	1.65	1.7644	6.16	1.21	-0.5267
passion	4.56	1.26	-1.1496	2.98	2.43	-0.6666
passoire	3.39	1.29	-1.0147	5.25	3.84	0.7998
pastèque	1.87	1.10	0.0335	4.56	6.76	5.8875
pastille	3.54	1.43	-0.0713	5.97	1.44	-0.6817
patate	5.43	1.34	0.4855	6.94	0.05	0.5690
pâté	4.15	1.47	0.1855	5.57	2.89	-0.0409
patience	4.71	1.31	-0.6812	2.73	1.72	-0.9519
patient	5.05	1.25	-0.7181	4.40	3.28	-0.3158
patin	4.74	1.37	-0.2216	6.84	0.18	0.3762
patinage	4.27	1.47	0.2253	5.51	1.99	-0.8768
pâtisserie	3.67	1.33	-0.8602	6.02	1.44	-0.6152
pâtre	1.69	1.15	0.7807	2.58	4.20	1.8096
patrie	2.75	1.35	0.0405	3.10	2.02	-1.0930
patrimoine	3.37	1.46	0.2533	2.83	2.19	-0.7265
patron	4.69	1.26	-1.0442	4.94	2.62	-0.7974
patrouille	3.33	1.38	-0.3304	4.48	2.89	-0.7200
patte	4.56	1.51	0.7102	6.09	1.56	-0.4541
paume	3.72	1.60	1.2513	6.05	1.23	-0.6724
paupière	4.09	1.61	1.3299	6.41	1.02	-0.2159
pavillon	3.98	1.60	1.2294	4.80	2.96	-0.5399
paysan	3.22	1.43	0.1292	5.31	2.28	-0.8377
pêcheur	3.80	1.44	-0.0700	6.07	1.25	-0.6351
pédalo	2.81	1.47	0.8702	6.28	1.64	-0.1322
peigne	4.85	1.40	0.1123	6.75	0.27	0.2108
peine	5.53	1.46	1.5676	4.11	3.42	-0.1607
peintre	3.68	1.50	0.4290	5.18	2.31	-0.9151
pelage	2.54	1.20	-0.6770	4.63	3.13	-0.4199
pélican	2.69	1.39	0.4182	6.19	2.25	0.1518
pelle	4.14	1.47	0.1830	6.54	0.53	-0.1309
pelote	1.98	1.28	0.9304	3.73	5.62	3.4075
peloton	2.08	1.24	0.4412	3.11	4.71	2.0932
pelouse	3.87	1.59	1.1435	6.32	0.79	-0.4329
pelure	3.72	1.45	0.0226	5.76	1.96	-0.6294
pelvis	2.48	1.44	1.1224	4.69	4.97	2.2322
penchant	3.47	1.28	-1.1292	2.95	2.04	-0.9472
pendentif	2.65	1.29	-0.2437	5.44	3.96	1.1256
pendule	2.95	1.28	-0.7015	6.12	1.49	-0.4517
pénétration	4.18	1.57	1.0103	4.65	3.10	-0.4519
péniche	1.76	1.11	0.3604	2.01	2.82	0.8792
péninsule	2.52	1.17	-0.8358	4.13	3.61	0.0711
pénitencier	2.81	1.50	1.1095	5.00	2.92	-0.4691
pension	3.77	1.52	0.5707	3.33	2.86	-0.5316
pensionnat	2.80	1.35	-0.0257	3.94	3.35	-0.2305
pénurie	3.00	1.53	1.1305	3.01	2.82	-0.3318
pépin	3.16	1.25	-1.1156	5.47	3.20	0.1983
pépinière	2.50	1.20	-0.6123	4.87	3.76	0.4487
perception	4.33	1.38	-0.4374	2.43	1.96	-0.4457
perchoir	2.14	1.13	-0.3844	4.95	3.92	0.7043
perdrix	2.51	1.64	2.7273	5.36	5.11	2.8891
perfection	4.77	1.32	-0.5540	2.50	2.46	-0.1387
performance	4.68	1.38	-0.2023	2.59	1.69	-0.8133
perfusion	2.29	1.21	-0.1773	2.25	2.46	0.1887
péril	2.84	1.45	0.6754	2.81	2.46	-0.4814
périphérie	2.97	1.38	-0.0093	3.30	3.06	-0.2974
permanence	3.85	1.41	-0.3053	2.55	1.44	-0.9046
permis	5.20	1.13	-1.2770	4.18	2.99	-0.6481
permission	4.68	1.27	-0.9851	2.75	2.22	-0.6228
perron	3.06	1.45	0.4284	5.55	3.57	0.7163
perroquet	3.33	1.42	-0.0296	6.82	0.20	0.3386
perruche	2.94	1.43	0.4015	6.12	1.85	-0.2390
perruque	3.16	1.37	-0.2713	6.46	0.71	-0.2291
persil	3.46	1.63	1.6113	6.29	1.21	-0.3320
personnalité	5.31	1.12	-1.1683	2.66	2.25	-0.5030
personne	6.35	0.85	-0.3077	5.21	2.46	-0.7625
perspective	4.29	1.40	-0.3060	2.28	1.64	-0.4512
peste	3.29	1.37	-0.3759	3.88	4.28	1.0412
pétale	3.65	1.45	0.0418	6.18	1.96	-0.0782
pétard	3.11	1.51	0.8570	5.33	2.89	-0.2648
petit	5.95	0.97	-0.7493	4.44	2.99	-0.6217
pétition	4.11	1.31	-1.0186	3.90	2.96	-0.6577
pétrole	4.59	1.66	2.0097	5.33	2.79	-0.3661
phalange	2.05	1.06	-0.6063	3.97	6.20	4.5670
phantasme	3.12	1.65	2.0358	3.18	3.24	-0.0187
philatélie	1.27	0.56	-0.7448	2.12	2.50	0.4045
phobie	4.02	1.43	-0.1503	3.56	2.92	-0.5840
photo	5.71	1.20	0.0592	6.21	1.11	-0.5281
photographie	4.73	1.51	0.8519	6.07	1.08	-0.7063
pianiste	3.55	1.36	-0.6001	6.08	0.86	-0.7668
piano	4.61	1.45	0.2714	6.85	0.20	0.3969
pichet	3.61	1.76	2.7278	5.54	3.13	0.1869
pied	5.57	1.20	-0.2146	6.80	0.21	0.3008
piège	4.31	1.39	-0.3722	4.61	2.66	-0.9126
pierre	4.57	1.44	0.1630	6.49	0.96	-0.1038
piété	1.97	1.20	0.4200	2.27	2.34	0.0557
pif	2.12	1.19	0.0308	2.81	4.80	2.5042
pige	3.23	1.56	1.1650	2.93	3.39	0.3549
pignon	2.49	1.42	0.9522	4.78	4.08	0.8440
pilier	2.52	1.31	0.0966	4.33	4.37	1.1466
pillage	2.48	1.17	-0.7702	2.58	2.99	0.2744
pilon	2.61	1.46	1.0714	4.48	4.71	1.7179
pilote	4.14	1.54	0.7488	5.79	2.22	-0.4025
pilule	5.44	1.23	-0.2562	6.48	0.58	-0.2245
piment	4.69	1.65	2.0036	6.69	0.38	0.1124
pin	3.08	1.45	0.4087	5.83	2.59	-0.0389
pinceau	3.84	1.52	0.5612	6.60	0.46	-0.0383
pincée	3.54	1.45	0.0834	4.77	2.37	-1.1050
pingouin	3.08	1.41	0.1015	6.85	0.20	0.3969
ping-pong	3.08	1.69	2.4326	6.44	0.74	-0.2537
pinson	2.41	1.39	0.8617	4.95	5.71	3.7484
pinte	3.08	1.73	2.8000	4.33	4.24	0.9575
piolet	1.48	1.01	0.5351	2.02	3.35	1.4366
pion	2.52	1.31	0.0966	5.30	2.69	-0.4871
pipe	3.87	1.53	0.6407	6.46	0.86	-0.1850
piquant	4.46	1.36	-0.5137	4.22	3.80	0.3231
piquet	2.92	1.59	1.7221	5.04	3.13	-0.2213
piqûre	4.18	1.50	0.4332	5.83	1.42	-0.8703
piratage	3.06	1.45	0.4284	3.47	2.79	-0.6772
pirate	3.39	1.44	0.0851	6.34	1.04	-0.3211
pirouette	3.08	1.34	-0.4155	5.48	2.28	-0.6859
pissenlit	3.52	1.60	1.3211	6.60	1.10	0.1384
pistolet	2.73	1.25	-0.6304	6.55	0.50	-0.1189
piston	3.04	1.51	0.9255	5.00	3.10	-0.2849
pitié	4.64	1.31	-0.7420	2.75	2.16	-0.6686
pizza	5.53	1.51	1.9664	6.92	0.06	0.5289
pizzeria	4.00	1.44	-0.0753	6.25	1.17	-0.4115
place	5.88	1.04	-0.5324	3.53	3.20	-0.2677
placement	4.08	1.26	-1.3696	2.72	2.13	-0.6593
plagiat	4.48	1.55	0.9837	3.56	2.92	-0.5840
plaine	3.29	1.45	0.2299	4.90	3.69	0.3629
plaisanterie	3.25	1.30	-0.8477	3.09	1.96	-1.1247
planification	4.16	1.42	-0.1999	2.72	2.07	-0.7024
plaque	4.02	1.35	-0.7476	5.09	3.50	0.2370
plaquette	2.97	1.52	1.0810	4.27	4.37	1.1409
plastique	5.51	1.13	-0.7646	5.72	1.74	-0.8173
platane	1.45	0.84	-0.2244	1.98	3.20	1.3326
plénitude	2.26	1.17	-0.3759	2.30	2.28	-0.0351
pleur	4.76	1.55	1.2090	4.43	2.76	-0.8642
pleurs	4.29	1.49	0.3925	4.66	2.76	-0.8014
plomb	3.26	1.24	-1.2647	4.93	3.28	-0.1247
plongeon	3.41	1.43	-0.0041	5.76	2.19	-0.4607
plongeur	3.50	1.37	-0.5038	5.67	2.04	-0.6708
pluie	5.50	1.32	0.4672	6.31	1.30	-0.2613
plumage	2.63	1.28	-0.2832	5.29	2.34	-0.8047
plume	4.68	1.65	1.9948	6.76	0.21	0.2247
pluriel	4.83	1.44	0.3962	3.09	3.20	0.0085
pochette	3.36	1.21	-1.5328	5.52	2.28	-0.6472
poésie	4.18	1.39	-0.4205	4.00	2.96	-0.6738
poignard	3.04	1.14	-1.7077	5.79	2.92	0.2363
poignée	4.46	1.54	0.8881	5.43	2.66	-0.4047
poinçon	2.33	1.18	-0.4443	5.04	4.93	2.3317
poing	4.08	1.54	0.7358	6.04	1.25	-0.6763
pointage	3.62	1.52	0.6101	4.08	3.17	-0.4544
pointe	4.29	1.28	-1.1697	4.69	3.31	-0.1945
pointure	3.31	1.31	-0.8222	3.84	3.39	-0.1665
poire	4.48	1.56	1.0673	6.64	0.90	0.1391
poireau	2.70	1.47	1.0185	6.04	1.66	-0.4654
poison	3.85	1.41	-0.3053	5.15	2.22	-1.0090
poisson	4.93	1.34	-0.2399	6.88	0.13	0.4516
poitrine	4.59	1.47	0.4126	6.25	1.04	-0.4605
poivre	4.88	1.61	1.8425	6.30	1.28	-0.2871
poivron	3.46	1.43	-0.0322	6.49	0.59	-0.2045
polissage	2.40	1.09	-1.1188	3.54	2.50	-0.9839
polisseuse	2.23	1.53	2.2925	3.70	4.37	1.2181
politesse	4.30	1.34	-0.7432	2.79	2.37	-0.5410
politique	5.33	1.45	1.1416	2.95	2.37	-0.6927
pollen	3.26	1.59	1.3953	5.08	2.86	-0.4877
pollution	5.41	1.13	-0.9420	4.40	3.31	-0.2736
polyvalence	2.43	1.16	-0.7480	2.32	1.77	-0.4274
pomme	5.48	1.16	-0.6346	7.00	0.00	0.0000
pomme de terre	4.20	1.71	2.2497	6.92	0.07	0.5292
pommette	2.63	1.14	-1.1930	5.71	1.49	-0.9733
